county,precinct,contest_name,election_date,dem_votes,rep_votes,other_votes,total_votes,winner,vote_diff,margin_pct,dem_margin_pct,dva_pct_needed,strategic_tier,priority_score,dva_votes_added,new_dem_votes,new_total_votes,new_vote_diff,flipped
FORSYTH,132,NC AUDITOR,2024-11-05,1840,1841,0,3681,REP,1,0.03,-0.03,0.05,Tier 1: Immediate (≤0.5%),28.315384615384612,74,1914,3755,-73,True
FORSYTH,803,NC COURT OF APPEALS JUDGE SEAT 15,2024-11-05,702,703,0,1405,REP,1,0.07,-0.07,0.14,Tier 1: Immediate (≤0.5%),8.26470588235294,28,730,1433,-27,True
FORSYTH,16,NC ATTORNEY GENERAL,2024-11-05,1164,1166,0,2330,REP,2,0.09,-0.09,0.13,Tier 1: Immediate (≤0.5%),12.263157894736842,47,1211,2377,-45,True
FORSYTH,71,NC ATTORNEY GENERAL,2024-11-05,1565,1568,0,3133,REP,3,0.1,-0.1,0.13,Tier 1: Immediate (≤0.5%),15.665,63,1628,3196,-60,True
FORSYTH,809,CITY OF WINSTON-SALEM COUNCIL MEMBER WEST WARD,2024-11-05,1163,1166,0,2329,REP,3,0.13,-0.13,0.17,Tier 1: Immediate (≤0.5%),10.126086956521739,47,1210,2376,-44,True
FORSYTH,62,FORSYTH COUNTY SHERIFF,2022-11-08,604,606,0,1210,REP,2,0.17,-0.17,0.25,Tier 1: Immediate (≤0.5%),4.481481481481481,24,628,1234,-22,True
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,1890,1897,0,3787,REP,7,0.18,-0.18,0.21,Tier 1: Immediate (≤0.5%),13.524999999999999,76,1966,3863,-69,True
FORSYTH,52,NC ATTORNEY GENERAL,2024-11-05,500,502,0,1002,REP,2,0.2,-0.2,0.3,Tier 1: Immediate (≤0.5%),3.34,20,520,1022,-18,True
FORSYTH,43,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1047,1052,0,2099,REP,5,0.24,-0.24,0.29,Tier 1: Immediate (≤0.5%),6.173529411764707,42,1089,2141,-37,True
FORSYTH,807,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,805,809,0,1614,REP,4,0.25,-0.25,0.31,Tier 1: Immediate (≤0.5%),4.611428571428572,32,837,1646,-28,True
FORSYTH,805,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,2811,2827,0,5638,REP,16,0.28,-0.28,0.3,Tier 1: Immediate (≤0.5%),14.836842105263159,113,2924,5751,-97,True
FORSYTH,16,NC SECRETARY OF STATE,2024-11-05,1155,1162,0,2317,REP,7,0.3,-0.3,0.34,Tier 1: Immediate (≤0.5%),5.7925,46,1201,2363,-39,True
FORSYTH,809,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,1163,1171,0,2334,REP,8,0.34,-0.34,0.39,Tier 1: Immediate (≤0.5%),5.304545454545454,47,1210,2381,-39,True
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,959,966,0,1925,REP,7,0.36,-0.36,0.42,Tier 1: Immediate (≤0.5%),4.184782608695653,38,997,1963,-31,True
FORSYTH,806,NC ATTORNEY GENERAL,2020-11-03,800,806,0,1606,REP,6,0.37,-0.37,0.44,Tier 1: Immediate (≤0.5%),3.4170212765957446,32,832,1638,-26,True
FORSYTH,52,NC SECRETARY OF STATE,2024-11-05,493,497,0,990,REP,4,0.4,-0.4,0.5,Tier 1: Immediate (≤0.5%),1.98,20,513,1010,-16,True
FORSYTH,43,NC GOVERNOR,2020-11-03,1057,1066,0,2123,REP,9,0.42,-0.42,0.47,Tier 1: Immediate (≤0.5%),4.082692307692308,42,1099,2165,-33,True
FORSYTH,131,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,1520,1533,0,3053,REP,13,0.43,-0.43,0.46,Tier 1: Immediate (≤0.5%),5.760377358490565,61,1581,3114,-48,True
FORSYTH,77,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,1130,1140,0,2270,REP,10,0.44,-0.44,0.48,Tier 1: Immediate (≤0.5%),4.203703703703703,45,1175,2315,-35,True
FORSYTH,131,US SENATE,2022-11-08,1054,1064,0,2118,REP,10,0.47,-0.47,0.52,Tier 1: Immediate (≤0.5%),3.7157894736842105,42,1096,2160,-32,True
FORSYTH,55,NC ATTORNEY GENERAL,2024-11-05,1617,1635,0,3252,REP,18,0.55,-0.55,0.58,Tier 2: High Priority (0.5-1.0%),5.0030769230769225,65,1682,3317,-47,True
FORSYTH,32,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1331,1346,0,2677,REP,15,0.56,-0.56,0.6,Tier 2: High Priority (0.5-1.0%),4.056060606060606,54,1385,2731,-39,True
FORSYTH,809,NC TREASURER,2020-11-03,1157,1170,0,2327,REP,13,0.56,-0.56,0.6,Tier 2: High Priority (0.5-1.0%),3.525757575757576,47,1204,2374,-34,True
FORSYTH,55,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1591,1612,0,3203,REP,21,0.66,-0.66,0.69,Tier 2: High Priority (0.5-1.0%),4.214473684210526,64,1655,3267,-43,True
FORSYTH,804,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,518,525,0,1043,REP,7,0.67,-0.67,0.77,Tier 2: High Priority (0.5-1.0%),1.3545454545454545,21,539,1064,-14,True
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,1165,1181,0,2346,REP,16,0.68,-0.68,0.72,Tier 2: High Priority (0.5-1.0%),3.0076923076923077,47,1212,2393,-31,True
FORSYTH,807,NC COMMISSIONER OF INSURANCE,2020-11-03,805,816,0,1621,REP,11,0.68,-0.68,0.74,Tier 2: High Priority (0.5-1.0%),2.078205128205128,32,837,1653,-21,True
FORSYTH,135,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,1388,1407,0,2795,REP,19,0.68,-0.68,0.72,Tier 2: High Priority (0.5-1.0%),3.583333333333333,56,1444,2851,-37,True
FORSYTH,54,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1119,1136,0,2255,REP,17,0.75,-0.75,0.8,Tier 2: High Priority (0.5-1.0%),2.652941176470588,45,1164,2300,-28,True
FORSYTH,807,NC TREASURER,2024-11-05,772,784,0,1556,REP,12,0.77,-0.77,0.83,Tier 2: High Priority (0.5-1.0%),1.7885057471264367,31,803,1587,-19,True
FORSYTH,71,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1533,1557,0,3090,REP,24,0.78,-0.78,0.81,Tier 2: High Priority (0.5-1.0%),3.5113636363636367,62,1595,3152,-38,True
FORSYTH,13,CITY OF WINSTON-SALEM MAYOR,2020-11-03,553,562,0,1115,REP,9,0.81,-0.81,0.9,Tier 2: High Priority (0.5-1.0%),1.2252747252747251,22,575,1137,-13,True
FORSYTH,62,NC GOVERNOR,2024-11-05,756,769,0,1525,REP,13,0.85,-0.85,0.92,Tier 2: High Priority (0.5-1.0%),1.6052631578947367,30,786,1555,-17,True
FORSYTH,132,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,3610,3673,0,7283,REP,63,0.87,-0.87,0.88,Tier 2: High Priority (0.5-1.0%),7.508247422680413,146,3756,7429,-83,True
FORSYTH,72,NC GOVERNOR,2020-11-03,2363,2406,0,4769,REP,43,0.9,-0.9,0.92,Tier 2: High Priority (0.5-1.0%),4.769,95,2458,4864,-52,True
FORSYTH,806,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,762,776,0,1538,REP,14,0.91,-0.91,0.97,Tier 2: High Priority (0.5-1.0%),1.5227722772277228,31,793,1569,-17,True
FORSYTH,74,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,1359,1385,0,2744,REP,26,0.95,-0.95,0.98,Tier 2: High Priority (0.5-1.0%),2.6133333333333333,55,1414,2799,-29,True
FORSYTH,802,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,650,663,0,1313,REP,13,0.99,-0.99,1.06,Tier 2: High Priority (0.5-1.0%),1.2045871559633026,26,676,1339,-13,True
FORSYTH,132,US SENATE,2022-11-08,1293,1319,0,2612,REP,26,1.0,-1.0,1.03,Tier 2: High Priority (0.5-1.0%),2.3745454545454545,52,1345,2664,-26,True
FORSYTH,54,NC GOVERNOR,2020-11-03,1105,1128,0,2233,REP,23,1.03,-1.03,1.07,Tier 3: Medium Priority (1.0-2.0%),1.9761061946902654,45,1150,2278,-22,True
FORSYTH,131,NC AUDITOR,2024-11-05,1455,1486,0,2941,REP,31,1.05,-1.05,1.09,Tier 3: Medium Priority (1.0-2.0%),2.5573913043478256,59,1514,3000,-28,True
FORSYTH,131,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,1055,1078,0,2133,REP,23,1.08,-1.08,1.12,Tier 3: Medium Priority (1.0-2.0%),1.8076271186440676,43,1098,2176,-20,True
FORSYTH,806,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,778,795,0,1573,REP,17,1.08,-1.08,1.14,Tier 3: Medium Priority (1.0-2.0%),1.3330508474576268,31,809,1604,-14,True
FORSYTH,135,US PRESIDENT,2024-11-05,1390,1421,0,2811,REP,31,1.1,-1.1,1.14,Tier 3: Medium Priority (1.0-2.0%),2.3425,56,1446,2867,-25,True
FORSYTH,16,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,1141,1167,0,2308,REP,26,1.13,-1.13,1.17,Tier 3: Medium Priority (1.0-2.0%),1.876422764227642,46,1187,2354,-20,True
FORSYTH,805,NC COMMISSIONER OF AGRICULTURE,2020-11-03,1007,1031,0,2038,REP,24,1.18,-1.18,1.23,Tier 3: Medium Priority (1.0-2.0%),1.5921874999999999,41,1048,2079,-17,True
FORSYTH,803,NC SECRETARY OF STATE,2020-11-03,734,752,0,1486,REP,18,1.21,-1.21,1.28,Tier 3: Medium Priority (1.0-2.0%),1.1343511450381678,30,764,1516,-12,True
FORSYTH,803,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,597,612,0,1209,REP,15,1.24,-1.24,1.32,Tier 3: Medium Priority (1.0-2.0%),0.9022388059701493,24,621,1233,-9,True
FORSYTH,55,NC GOVERNOR,2020-11-03,1570,1610,0,3180,REP,40,1.26,-1.26,1.29,Tier 3: Medium Priority (1.0-2.0%),2.338235294117647,64,1634,3244,-24,True
FORSYTH,74,NC TREASURER,2020-11-03,1396,1432,0,2828,REP,36,1.27,-1.27,1.31,Tier 3: Medium Priority (1.0-2.0%),2.064233576642336,57,1453,2885,-21,True
FORSYTH,806,NC TREASURER,2024-11-05,776,796,0,1572,REP,20,1.27,-1.27,1.33,Tier 3: Medium Priority (1.0-2.0%),1.1474452554744525,31,807,1603,-11,True
FORSYTH,32,NC ATTORNEY GENERAL,2024-11-05,1338,1373,0,2711,REP,35,1.29,-1.29,1.33,Tier 3: Medium Priority (1.0-2.0%),1.9503597122302156,54,1392,2765,-19,True
FORSYTH,134,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,1367,1403,0,2770,REP,36,1.3,-1.3,1.33,Tier 3: Medium Priority (1.0-2.0%),1.9785714285714284,55,1422,2825,-19,True
FORSYTH,31,NC GOVERNOR,2024-11-05,780,801,0,1581,REP,21,1.33,-1.33,1.39,Tier 3: Medium Priority (1.0-2.0%),1.1055944055944056,32,812,1613,-11,True
FORSYTH,16,US HOUSE OF REPRESENTATIVES DISTRICT 06,2022-11-08,743,763,0,1506,REP,20,1.33,-1.33,1.39,Tier 3: Medium Priority (1.0-2.0%),1.053146853146853,30,773,1536,-10,True
FORSYTH,131,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,1497,1538,0,3035,REP,41,1.35,-1.35,1.38,Tier 3: Medium Priority (1.0-2.0%),2.093103448275862,61,1558,3096,-20,True
FORSYTH,51,NC ATTORNEY GENERAL,2024-11-05,1246,1280,0,2526,REP,34,1.35,-1.35,1.38,Tier 3: Medium Priority (1.0-2.0%),1.742068965517241,51,1297,2577,-17,True
FORSYTH,131,NC STATE SENATE DISTRICT 32,2022-11-08,1049,1078,0,2127,REP,29,1.36,-1.36,1.41,Tier 3: Medium Priority (1.0-2.0%),1.456849315068493,43,1092,2170,-14,True
FORSYTH,131,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,2900,2984,0,5884,REP,84,1.43,-1.43,1.44,Tier 3: Medium Priority (1.0-2.0%),3.845751633986928,118,3018,6002,-34,True
FORSYTH,807,NC COURT OF APPEALS JUDGE SEAT 06,2020-11-03,792,815,0,1607,REP,23,1.43,-1.43,1.49,Tier 3: Medium Priority (1.0-2.0%),1.050326797385621,32,824,1639,-9,True
FORSYTH,802,NC COURT OF APPEALS JUDGE SEAT 06,2020-11-03,646,665,0,1311,REP,19,1.45,-1.45,1.52,Tier 3: Medium Priority (1.0-2.0%),0.8458064516129031,26,672,1337,-7,True
FORSYTH,135,NC LIEUTENANT GOVERNOR,2024-11-05,1363,1404,0,2767,REP,41,1.48,-1.48,1.52,Tier 3: Medium Priority (1.0-2.0%),1.75126582278481,55,1418,2822,-14,True
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 06,2020-11-03,1154,1189,0,2343,REP,35,1.49,-1.49,1.54,Tier 3: Medium Priority (1.0-2.0%),1.4735849056603774,47,1201,2390,-12,True
FORSYTH,701,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,1580,1629,0,3209,REP,49,1.53,-1.53,1.56,Tier 3: Medium Priority (1.0-2.0%),1.968711656441718,64,1644,3273,-15,True
FORSYTH,77,US PRESIDENT,2024-11-05,1140,1176,0,2316,REP,36,1.55,-1.55,1.6,Tier 3: Medium Priority (1.0-2.0%),1.4036363636363633,46,1186,2362,-10,True
FORSYTH,807,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,603,622,0,1225,REP,19,1.55,-1.55,1.63,Tier 3: Medium Priority (1.0-2.0%),0.7424242424242423,24,627,1249,-5,True
FORSYTH,131,US PRESIDENT,2024-11-05,1514,1562,0,3076,REP,48,1.56,-1.56,1.59,Tier 3: Medium Priority (1.0-2.0%),1.853012048192771,62,1576,3138,-14,True
FORSYTH,802,NC COMMISSIONER OF AGRICULTURE,2024-11-05,690,712,0,1402,REP,22,1.57,-1.57,1.64,Tier 3: Medium Priority (1.0-2.0%),0.8395209580838322,28,718,1430,-6,True
FORSYTH,909,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,396,409,0,805,REP,13,1.61,-1.61,1.73,Tier 3: Medium Priority (1.0-2.0%),0.47076023391812866,16,412,821,-3,True
FORSYTH,123,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,3113,3216,0,6329,REP,103,1.63,-1.63,1.64,Tier 3: Medium Priority (1.0-2.0%),3.6583815028901734,127,3240,6456,-24,True
FORSYTH,131,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,1049,1087,0,2136,REP,38,1.78,-1.78,1.82,Tier 3: Medium Priority (1.0-2.0%),1.1361702127659574,43,1092,2179,-5,True
FORSYTH,803,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,580,601,0,1181,REP,21,1.78,-1.78,1.86,Tier 3: Medium Priority (1.0-2.0%),0.6281914893617021,24,604,1205,-3,True
FORSYTH,67,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,687,712,0,1399,REP,25,1.79,-1.79,1.86,Tier 3: Medium Priority (1.0-2.0%),0.7402116402116402,28,715,1427,-3,True
FORSYTH,132,NC SECRETARY OF STATE,2020-11-03,1729,1793,0,3522,REP,64,1.82,-1.82,1.84,Tier 3: Medium Priority (1.0-2.0%),1.8343749999999996,70,1799,3592,-6,True
FORSYTH,77,US SENATE,2022-11-08,723,750,0,1473,REP,27,1.83,-1.83,1.9,Tier 3: Medium Priority (1.0-2.0%),0.7632124352331606,29,752,1502,-2,True
FORSYTH,806,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,584,606,0,1190,REP,22,1.85,-1.85,1.93,Tier 3: Medium Priority (1.0-2.0%),0.6102564102564102,24,608,1214,-2,True
FORSYTH,132,NC STATE SENATE DISTRICT 32,2022-11-08,1293,1343,0,2636,REP,50,1.9,-1.9,1.93,Tier 3: Medium Priority (1.0-2.0%),1.318,53,1346,2689,-3,True
FORSYTH,77,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,732,761,0,1493,REP,29,1.94,-1.94,2.01,Tier 3: Medium Priority (1.0-2.0%),0.7318627450980393,30,762,1523,-1,True
FORSYTH,132,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,4647,4832,0,9479,REP,185,1.95,-1.95,1.96,Tier 3: Medium Priority (1.0-2.0%),4.62390243902439,190,4837,9669,-5,True
